DARACOD;AREA;REPUESTAS;Nota directa;Nota transformada;Aciertos;Errores;Blancos;Dobles;PRUEBA;
163425;2;ABABEEBCAEDDEABCACEEDABACACEBE EBADCCEAEEBBDBCBE CCDACBADA CDADEBDDDCECCACADEDEBEABAC EABABCBABBCECA;181,45000;0,00000;31;65;4;0;ABABEEBCAEDDEABCACEEDABACACEBE.EBADCCEAEEBBDBCBE.CCDACBADA.CDADEBDDDCECCACADEDEBEABAC.EABABCBABBCECA;
163427;2;ADAADADADCBEBBDADCAEAAACDACACACEDECBCEBADBBE BDCDBACEDEBCECAABDECCDCCDBBCDAEDDAEAAEDECBABECECCAEEEAD;120,54000;0,00000;21;78;1;0;ADAADADADCBEBBDADCAEAAACDACACACEDECBCEBADBBE.BDCDBACEDEBCECAABDECCDCCDBBCDAEDDAEAAEDECBABECECCAEEEAD;
163470;2;DBBEAECAACDCEBCDADDEADACCDCEABCADABECEDDAECABEDEDDDCABABCBDCAAABBCDECBBBBDABADCDBCEEBCAACEDABCACECED;181,17000;0,00000;31;69;0;0;DBBEAECAACDCEBCDADDEADACCDCEABCADABECEDDAECABEDEDDDCABABCBDCAAABBCDECBBBBDABADCDBCEEBCAACEDABCACECED;
163493;2;AAADDAEAADAEEADCACEEAACBDEAECDCADADABDBCAEDEECAACDBC DCDDEDBABADBCDCCBBCAACAEDEBCDEBCADBBBCABCBEACBB;163,03000;0,00000;28;71;1;0;AAADDAEAADAEEADCACEEAACBDEAECDCADADABDBCAEDEECAACDBC.DCDDEDBABADBCDCCBBCAACAEDEBCDEBCADBBBCABCBEACBB;
163462;2;ABAEABACACBCBCDDADAEDCEBACDADEBDDACBDEDBB ACABACAECEDADABABABCD BDD?CBBAADBBDABDCBCAADABAEABABAADBD?;175,38000;0,00000;30;66;2;2;ABAEABACACBCBCDDADAEDCEBACDADEBDDACBDEDBB.ACABACAECEDADABABABCD.BDD?CBBAADBBDABDCBCAADABAEABABAADBD?;
163430;2;AABACBCDCDCECEDADDCECDACBCBECECCCACEAEDBAEDACEBBBECBBBBEDADBBBCCADBBDDEAACEBEACBBEBBBEBBCDBBABBBAEDB;199,38000;0,00000;34;66;0;0;AABACBCDCDCECEDADDCECDACBCBECECCCACEAEDBAEDACEBBBECBBBBEDADBBBCCADBBDDEAACEBEACBBEBBBEBBCDBBABBBAEDB;
163490;2;EAAAA CAEA DBEBCACDE DAABCCEBEBC ADE E  AEEC  BBBE C  EC AE   DDB DECBB AC BC B BCEDABAB  A DDA AE D;170,85000;0,00000;29;45;26;0;EAAAA.CAEA.DBEBCACDE.DAABCCEBEBC.ADE.E..AEEC..BBBE.C..EC.AE...DDB.DECBB.AC.BC.B.BCEDABAB..A.DDA.AE.D;
163468;2;AAADDECAAADACEBDAB E  BBC CEBECD AEBDE BEBBDBCDE ACDAAEAECDEC CECCDE  ABDAABEABBEDEACCEBBEE ECBCADEE;260,85000;0,00000;44;45;11;0;AAADDECAAADACEBDAB.E..BBC.CEBECD.AEBDE.BEBBDBCDE.ACDAAEAECDEC.CECCDE..ABDAABEABBEDEACCEBBEE.ECBCADEE;
163424;2;EBBABACAEABEACCCACCEAAEAEBCABCCEDABECEBBAEBEECCCDDEDCCBABAABABCEBDEBBAABDEEBBCEDECEDBDBCCCCADBCAC EA;156,96000;0,00000;27;72;1;0;EBBABACAEABEACCCACCEAAEAEBCABCCEDABECEBBAEBEECCCDDEDCCBABAABABCEBDEBBAABDEEBBCEDECEDBDBCCCCADBCAC.EA;
163422;2;DAAECCCCAADACEBAADCEADAACACEAACABACEBEDBEEBDBCBECACDCCEDBDCCBDCBBCC BAABDCABEEEAEBBDCDABBAADCBBBADBB;241,94000;0,00000;41;58;1;0;DAAECCCCAADACEBAADCEADAACACEAACABACEBEDBEEBDBCBECACDCCEDBDCCBDCBBCC.BAABDCABEEEAEBBDCDABBAADCBBBADBB;
163497;2;E B   C A DEC    BEEAD  BBE CE D ADECECBBEEDABD CADD D  B CE  D B D CE BCDCB BDBB C B   B  CB C D CA;135,20000;0,00000;23;40;37;0;E.B...C.A.DEC....BEEAD..BBE.CE.D.ADECECBBEEDABD.CADD.D..B.CE..D.B.D.CE.BCDCB.BDBB.C.B...B..CB.C.D.CA;
163471;2;DACADCBEAAAEEBBCAADEDDDADADEDEBDDACCCBBDADEDDDDDDACBDBDDEDDEDDDDBDEDDDBBACAEEDCDBDDDDDDDBDBDDDBDAADB;156,89000;0,00000;27;73;0;0;DACADCBEAAAEEBBCAADEDDDADADEDEBDDACCCBBDADEDDDDDDACBDBDDEDDEDDDDBDEDDDBBACAEEDCDBDDDDDDDBDBDDDBDAADB;
163417;2;A C  D DA   CADBCDCEA  A ACE ECB A  AE  E B  C E A C   C A      B E   E  ACBEA B  C  DDD      A A   ;142,39000;0,00000;24;23;53;0;A.C..D.DA...CADBCDCEA..A.ACE.ECB.A..AE..E.B..C.E.A.C...C.A......B.E...E..ACBEA.B..C..DDD......A.A...;
163495;2;ABADEABCACBAADBAACCEABACAEBECECACEBCBEDCDBDADCDCADBCBDBDBCABABDECCCDEBDBACEEEBBDBBEBCADBCCDEDDADCBBB;169,03000;0,00000;29;71;0;0;ABADEABCACBAADBAACCEABACAEBECECACEBCBEDCDBDADCDCADBCBDBDBCABABDECCCDEBDBACEEEBBDBBEBCADBCCDEDDADCBBB;
163465;2;EADDACBDACDEACBDCCDEAEDBCEEBECEEEEEAAAAACCCCCBBBBBCCCCCDDDDACCCDBADBBBBDDAABBAAAECC CCABCCAD BCACCCD;163,10000;0,00000;28;70;2;0;EADDACBDACDEACBDCCDEAEDBCEEBECEEEEEAAAAACCCCCBBBBBCCCCCDDDDACCCDBADBBBBDDAABBAAAECC.CCABCCAD.BCACCCD;
163489;2;AAAD   EDC  ADAA  CEAEAAC CC ECABECBBEDBD   CCDECABC  ECD  EABCEBAEEEBABACCEEDEDBBEBBB  BB EDD   BB ;219,20000;0,00000;37;40;23;0;AAAD...EDC..ADAA..CEAEAAC.CC.ECABECBBEDBD...CCDECABC..ECD..EABCEBAEEEBABACCEEDEDBBEBBB..BB.EDD...BB.;
163416;2;EACBDEDDECBBBABCACDEADEADACEBECEDABECEDDCCDEBCAABCBECBBCAEBCECDCBDEEBCDDCCAEDDEDEACDAEBDBCCCDDBBADEB;175,10000;0,00000;30;70;0;0;EACBDEDDECBBBABCACDEADEADACEBECEDABECEDDCCDEBCAABCBECBBCAEBCECDCBDEEBCDDCCAEDDEDEACDAEBDBCCCDDBBADEB;
163496;2;EBCACA  AADCCEBAAC EABAACA EBECBCA  AE BD?? BACEA  AACBBDBCACDCAA E   B C DDE BDB EEC E BBBCB BCA AD;194,99000;0,00000;33;43;22;2;EBCACA..AADCCEBAAC.EABAACA.EBECBCA..AE.BD??.BACEA..AACBBDBCACDCAA.E...B.C.DDE.BDB.EEC.E.BBBCB.BCA.AD;
163500;2;AACCDEDAEDDACEBAACAECCBAECAEBCBABDEEDEDCABDC EEDCDBCDEDDEDECCDDCB DBBDDBDAABEDECBAEDCCDCCDADCBACCACC;199,52000;0,00000;34;64;2;0;AACCDEDAEDDACEBAACAECCBAECAEBCBABDEEDEDCABDC.EEDCDBCDEDDEDECCDDCB.DBBDDBDAABEDECBAEDCCDCCDADCBACCACC;
163501;2;CDBCDDBBACCECCCCDBCEDDCBBBAAAAADCCACCDCBBCDCCCDEBAACDEDDDABACCDDDCDBBBBAACAECDBAEEEDBBCBBAABCCBCCACA;126,54000;0,00000;22;78;0;0;CDBCDDBBACCECCCCDBCEDDCBBBAAAAADCCACCDCBBCDCCCDEBAACDEDDDABACCDDDCDBBBBAACAECDBAEEEDBBCBBAABCCBCCACA;
163404;2;EADBCAEACCDABBBCACDEADBACACEBECABABBAEDEADDECCECCEBDCCECADBAABCEBDCEBBBBACEBEABDBABBCBCDEABCBAADBECD;302,57000;0,00000;51;49;0;0;EADBCAEACCDABBBCACDEADBACACEBECABABBAEDEADDECCECCEBDCCECADBAABCEBDCEBBBBACEBEABDBABBCBCDEABCBAADBECD;
163469;2;EABCADAAACCCCDCBECCEADCACACEBACEBACECEDEADDECEECBDBCDCBCAAAEABCEBDDECBAACECDEDEECCBDCCDAEACBECBBEAAE;241,87000;0,00000;41;59;0;0;EABCADAAACCCCDCBECCEADCACACEBACEBACECEDEADDECEECBDBCDCBCAAAEABCEBDDECBAACECDEDEECCBDCCDAEACBECBBEAAE;
163403;2;CBABCCABEDBEBEBCDAEEADCADCEEBDEAAABEAEABBBEAECECCADBBBDBCCADDCBEBCCABBCBACAEEEEDACEDBCAABEDBAEBDEBAE;138,68000;0,00000;24;76;0;0;CBABCCABEDBEBEBCDAEEADCADCEEBDEAAABEAEABBBEAECECCADBBBDBCCADDCBEBCCABBCBACAEEEEDACEDBCAABEDBAEBDEBAE;
163406;2;EABDCD AACDCCEBBAC EADBAC C BECAB  E E BADCABCAECABD CEC   B BC  A E A  DCABEABCBDC ACEACEBDACB CDCE;358,67000;0,00000;60;19;21;0;EABDCD.AACDCCEBBAC.EADBAC.C.BECAB..E.E.BADCABCAECABD.CEC...B.BC..A.E.A..DCABEABCBDC.ACEACEBDACB.CDCE;
163407;2;EAEDCDDEDCDECCDBDADEADAAECEDCECAAABEDEABDBDCDEAECABDCDEEDAACDBDEAABCEDEAACAAEDACCACDABDBBEBDCEBACECE;241,87000;0,00000;41;59;0;0;EAEDCDDEDCDECCDBDADEADAAECEDCECAAABEDEABDBDCDEAECABDCDEEDAACDBDEAABCEDEAACAAEDACCACDABDBBEBDCEBACECE;
163405;2;EABECDCAAEDCCEBBACAEADBACDCEBBCABABEDEBBADEDBCAECABDACECEACBDBCBDAEEAAABACEBEDBDBDCDACEACEBDACBBCDBE;363,27000;0,00000;61;39;0;0;EABECDCAAEDCCEBBACAEADBACDCEBBCABABEDEBBADEDBCAECABDACECEACBDBCBDAEEAAABACEBEDBDBDCDACEACEBDACBBCDBE;
163402;2;EABADDCDBACEDEBAECCEBCEAEECEDBCDBABEBEAACEDCBBDCAAECABDDCEDCAEDCBCECABCBCAEBCDBCBCBDCCEADCDBCECEADDD;193,31000;0,00000;33;67;0;0;EABADDCDBACEDEBAECCEBCEAEECEDBCDBABEBEAACEDCBBDCAAECABDDCEDCAEDCBCECABCBCAEBCDBCBCBDCCEADCDBCECEADDD;
163492;2;EAEEDCBCDACDDBBBADCEAEAEEDBEBECAEADDDEBCBEBAECBDDBABCBCBCAEAEAABABBDACBBCCAABEBEBAABEDBABBCABEBCADBD;150,82000;0,00000;26;74;0;0;EAEEDCBCDACDDBBBADCEAEAEEDBEBECAEADDDEBCBEBAECBDDBABCBCBCAEAEAABABBDACBBCCAABEBEBAABEDBABBCABEBCADBD;
163484;2;EAADCDADEAAEBDCBCEAEAEDDBBEEADCDEABDBEAACBDCABACEACEDDEBEBCDACBBACDECBEBCAAEEEAADAEBECBABAADDBDAEBED;144,75000;0,00000;25;75;0;0;EAADCDADEAAEBDCBCEAEAEDDBBEEADCDEABDBEAACBDCABACEACEDDEBEBCDACBBACDECBEBCAAEEEAADAEBECBABAADDBDAEBED;
163486;2;CBAADDBCCDDEAEBBCCCEAABACAAEAECABACECECCADDDDECCCCCCCCABCAEEABAEBAEBBDBBECABEEBAEECDCCDACBBDACAAEDBB;229,73000;0,00000;39;61;0;0;CBAADDBCCDDEAEBBCCCEAABACAAEAECABACECECCADDDDECCCCCCCCABCAEEABAEBAEBBDBBECABEEBAEECDCCDACBBDACAAEDBB;
163474;2;EABDADCCCCDBCCBCCCCEADAACACBBECABACBCED CBCCBEAECABDAEECDDECCACEBCBEABBCDEADEAEDCDCCDAEAD BAAABCABDE;333,06000;0,00000;56;42;2;0;EABDADCCCCDBCCBCCCCEADAACACBBECABACBCED.CBCCBEAECABDAEECDDECCACEBCBEABBCDEADEAEDCDCCDAEAD.BAAABCABDE;
163491;2;CDBCECDCECBCBABCAABEAADADCDEBCCABABCAEBCBCCDBDADBAEBABBAAECAADDECBEADACABECBEDECEDCECEAABCBCBBBCCCAC;156,89000;0,00000;27;73;0;0;CDBCECDCECBCBABCAABEAADADCDEBCCABABCAEBCBCCDBDADBAEBABBAAECAADDECBEADACABECBEDECEDCECEAABCBCBBBCCCAC;
163415;2;EAAACBABCCDEBDBAACABECACDDDEEECDDADDDEBEDDDDDDDDCDBEDDDDDDDDDBDDBDDDDDBDCCEDEDEEBBDDDDDDBDDDDCBCDDBA;162,96000;0,00000;28;72;0;0;EAAACBABCCDEBDBAACABECACDDDEEECDDADDDEBEDDDDDDDDCDBEDDDDDDDDDBDDBDDDDDBDCCEDEDEEBBDDDDDDBDDDDCBCDDBA;
163414;2;DBBADADAE?DEBC?AADAEBDBADCCAAEEECECCACBBCEAEBCDCDECCBACCBEABEBAABDEECDDBACABEDEAEEEDCBAABBAAAEBDBBBB;132,75000;0,00000;23;75;0;2;DBBADADAE?DEBC?AADAEBDBADCCAAEEECECCACBBCEAEBCDCDECCBACCBEABEBAABDEECDDBACABEDEAEEEDCBAABBAAAEBDBBBB;
163421;2;ADAEEDCADADAACBCADBEAAADBEDEBCBAEAACAEBBAEDECCEDDACACDCEECBDBEBEBEDBCBABADABCAEDEDBDCCEABECDCCAEBECB;169,03000;0,00000;29;71;0;0;ADAEEDCADADAACBCADBEAAADBEDEBCBAEAACAEBBAEDECCEDDACACDCEECBDBEBEBEDBCBABADABCAEDEDBDCCEABECDCCAEBECB;
163476;2;EBBDABCDAAACCEDBEBDDAEBACBCEBECADABDCEBBBBBBBBBECAADACAEEBECDBDBDDEEBBBABAABEDBDEDCCABBBACBAACABBCBB;260,08000;0,00000;44;56;0;0;EBBDABCDAAACCEDBEBDDAEBACBCEBECADABDCEBBBBBBBBBECAADACAEEBECDBDBDDEEBBBABAABEDBDEDCCABBBACBAACABBCBB;
163477;2;EAAEADDBDADEBBBDABCEADCACCCABDCAEABADEDBADACDCBCBDBCBACCDABBCADDBAEDDEBBDAEEEEADCDCDCBCABDCDECCBEDBB;217,59000;0,00000;37;63;0;0;EAAEADDBDADEBBBDABCEADCACCCABDCAEABADEDBADACDCBCBDBCBACCDABBCADDBAEDDEBBDAEEEEADCDCDCBCABDCDECCBEDBB;
163411;2;EABACAEDCCCEBDBACCCEBABBDADAABCBCABEBEDABCDBBEADABBBDCCCCBCADABDBDDBCDBBAAABDAEEECCAEACBACCEBEBEADAD;138,68000;0,00000;24;76;0;0;EABACAEDCCCEBDBACCCEBABBDADAABCBCABEBEDABCDBBEADABBBDCCCCBCADABDBDDBCDBBAAABDAEEECCAEACBACCEBEBEADAD;
163410;2;AADCDDDCEA  CC  ACAE DACD CE  CD AB DE  DE DD BD BEB A EB  CA C C BDCD  ADEBEDECE EDBDC BAA CEADA CB;110,29000;0,00000;19;53;28;0;AADCDDDCEA..CC..ACAE.DACD.CE..CD.AB.DE..DE.DD.BD.BEB.A.EB..CA.C.C.BDCD..ADEBEDECE.EDBDC.BAA.CEADA.CB;
163463;2;EABEEDEDADDACEDDCBAEABAADDACBECCBABEEECBBEBEAAEBCBBDCBCECCDCDEBABCEBCEDAABAEEDBCBDECCDDBBEECCCBBEACC;211,52000;0,00000;36;64;0;0;EABEEDEDADDACEDDCBAEABAADDACBECCBABEEECBBEBEAAEBCBBDCBCECCDCDEBABCEBCEDAABAEEDBCBDECCDDBBEECCCBBEACC;
163485;2;EBBACEECACAEDDECBCAECDCEACECCEEEBABADEADDECACCEECABDDDAABECBBBCECDCBEAABAEAAEDEBEBEBACDABEAEECBAEEAA;175,10000;0,00000;30;70;0;0;EBBACEECACAEDDECBCAECDCEACECCEEEBABADEADDECACCEECABDDDAABECBBBCECDCBEAABAEAAEDEBEBEBACDABEAEECBAEEAA;
163409;2;CBAAADEDEEEACCBAAC EADEACAA? ECCBACBAEBBAE C C EADCDB EC C BEB     E  CBCCAEEEEDE B C  BBC DA BCCBCC;231,27000;0,00000;39;39;21;1;CBAAADEDEEEACCBAAC.EADEACAA?.ECCBACBAEBBAE.C.C.EADCDB.EC.C.BEB.....E..CBCCAEEEEDE.B.C..BBC.DA.BCCBCC;
163408;2;CAAADBBCADEACBBBACDEABBADDCAACCAAABEAEDCBBEAECACCBBBBBDDCAABDDBBCADCBDABDCAEBDAAECEDCBAABEDBACBCCBCD;175,10000;0,00000;30;70;0;0;CAAADBBCADEACBBBACDEABBADDCAACCAAABEAEDCBBEAECACCBBBBBDDCAABDDBBCADCBDABDCAEBDAAECEDCBAABEDBACBCCBCD;
163426;2;CBBEDABBAAC?BDBBDDAEABBCADAABCCCEABBAEBBBDCBCEABDABAADBBADCDBABEBCDBBEBBCBDBAECDABCBCBDABCBBEAADCCED;156,96000;0,00000;27;72;0;1;CBBEDABBAAC?BDBBDDAEABBCADAABCCCEABBAEBBBDCBCEABDABAADBBADCDBABEBCDBBEBBCBDBAECDABCBCBDABCBBEAADCCED;
163428;2;ABAEEBACADAECABCBADEBDAACAEEBEAEDABDBECBBBCCBCADDAABBEEBDBCCEBDDBCDCCBEBAACBEEDAAEBDDCBABECBACBADEBB;181,17000;0,00000;31;69;0;0;ABAEEBACADAECABCBADEBDAACAEEBEAEDABDBECBBBCCBCADDAABBEEBDBCCEBDDBCDCCBEBAACBEEDAAEBDDCBABECBACBADEBB;
163494;2;AAADBBAAAAB BABAABCEABDD CCEACCEEABEBDBABE A AA   CADABBAAA EBDBBBEBBD    AB  A   EACC A     B B  EB;98,01000;0,00000;17;57;26;0;AAADBBAAAAB.BABAABCEABDD.CCEACCEEABEBDBABE.A.AA...CADABBAAA.EBDBBBEBBD....AB..A...EACC.A.....B.B..EB;
163488;2;EABACCDCCBDCAECCACAEABBADDCEDEDCDECDBEECDBBDCDBBCDBCDDEDDCCCBBACBBBCBCABBDCBEDECAAEECCCBBDACECBEAEAD;181,17000;0,00000;31;69;0;0;EABACCDCCBDCAECCACAEABBADDCEDEDCDECDBEECDBBDCDBBCDBCDDEDDCCCBBACBBBCBCABBDCBEDECAAEECCCBBDACECBEAEAD;
163429;2;EBBADABAAAEEBE CACAEAAB ACEEBECBBA BDE  CEDABCADBCEC B B  E B D CCDCBDBBCBABEDBDA EDC  DCD  ECBD   D;164,36000;0,00000;28;52;20;0;EBBADABAAAEEBE.CACAEAAB.ACEEBECBBA.BDE..CEDABCADBCEC.B.B..E.B.D.CCDCBDBBCBABEDBDA.EDC..DCD..ECBD...D;
163475;2;EACBDB EACD CEBDCCDEADBAC CEBECEBA   E  AE E CCE ABC  E  AEEB CEB DECAB DCA EA   DEDAB   D DCCB   AA;243,90000;0,00000;41;30;29;0;EACBDB.EACD.CEBDCCDEADBAC.CEBECEBA...E..AE.E.CCE.ABC..E..AEEB.CEB.DECAB.DCA.EA...DEDAB...D.DCCB...AA;
163431;2;AA  DDADA D EA  AA EB  ACBDDBCCBCACECE   EBA CBEABCD C  ACC EBDCBAEBDB   AEACAB   CDC DA  A CDA   D ;146,92000;0,00000;25;44;31;0;AA..DDADA.D.EA..AA.EB..ACBDDBCCBCACECE...EBA.CBEABCD.C..ACC.EBDCBAEBDB...AEACAB...CDC.DA..A.CDA...D.;
163483;2;EADBDBCEADBCEDBCDAABACEADBEDABCDEAEBDEABCEABDCBBDBCADBEEBADBABDDBBDBACDAECBECDEADABCBDCAEBCDB B    A;120,82000;0,00000;21;74;5;0;EADBDBCEADBCEDBCDAABACEADBEDABCDEAEBDEABCEABDCBBDBCADBEEBADBABDDBBDBACDAECBECDEADABCBDCAEBCDB.B....A;
163487;2;EAAEDBCC   E      BEABBA ACEBBCB     ECB  D    E  B      B DECCBB EC  CB  AEAEEDCE       C    B BCCE;99,48000;0,00000;17;36;47;0;EAAEDBCC...E......BEABBA.ACEBBCB.....ECB..D....E..B......B.DECCBB.EC..CB..AEAEEDCE.......C....B.BCCE;
163419;2;ABDCBCCACABACABBDDAEE CDCBCEBEBDBACEBEAABDBEACABCCDBDCDBCAEADBBACBEDBEAAECCBEAEBACCBCEBACABDCCBBCDCD;175,17000;0,00000;30;69;1;0;ABDCBCCACABACABBDDAEE.CDCBCEBEBDBACEBEAABDBEACABCCDBDCDBCAEADBBACBEDBEAAECCBEAEBACCBCEBACABDCCBBCDCD;
163478;2;CABACBCCACCACEBBAD EACEAC AE ECACBDECAD ED  EC D D C  ADBACAECCEBADEC ADCAABEDCCBCCD   CDDE  C  ABDC;200,71000;0,00000;34;47;19;0;CABACBCCACCACEBBAD.EACEAC.AE.ECACBDECAD.ED..EC.D.D.C..ADBACAECCEBADEC.ADCAABEDCCBCCD...CDDE..C..ABDC;
163420;2;AABACBCCADCCCEBDACEE D ADDCEBECDCA AAE   E EDCB B  C    C     B BDEB  AACECBECBDEEE E EBB      B CBE;159,06000;0,00000;27;42;31;0;AABACBCCADCCCEBDACEE.D.ADDCEBECDCA.AAE...E.EDCB.B..C....C.....B.BDEB..AACECBECBDEEE.E.EBB......B.CBE;
163413;2;ABAAEBDABCBECEBCACDBADBCCCCEBECAAABBAAABCBACCBDDCCACBDBCBABACCBECABCCAABACADAABBBECBCCDDABDCCBBCABBB;181,17000;0,00000;31;69;0;0;ABAAEBDABCBECEBCACDBADBCCCCEBECAAABBAAABCBACCBDDCCACBDBCBABACCBECABCCAABACADAABBBECBCCDDABDCCBBCABBB;
163412;2;EABCDDACCDDABCBDECDEADAADBEEBECDCABAAEABEEACBCBDABCEDABDAEBCCBCEBCEBDAAAECEBEEBBBCEDBACDBACACCEBCDEB;193,31000;0,00000;33;67;0;0;EABCDDACCDDABCBDECDEADAADBEEBECDCABAAEABEEACBCBDABCEDABDAEBCCBCEBCEBDAAAECEBEEBBBCEDBACDBACACCEBCDEB;
163479;2;ABCAEDDDEADAADBACBCEADEACBEEBECDBABEEECBDAEECEDBCABADCEDDCCCDEBEBCDCDCABDCEBEDECBAACEEDCBAABCDEBCAAC;187,24000;0,00000;32;68;0;0;ABCAEDDDEADAADBACBCEADEACBEEBECDBABEEECBDAEECEDBCABADCEDDCCCDEBEBCDCDCABDCEBEDECBAACEEDCBAABCDEBCAAC;
163464;2;CACABBDDDDDBCEBAACCEDDAAEADEDECDBADDDEDBDDDDDDDEDBDADBDCDBDDDDBDCBDDDDDDDCDDCDEDBDDDADDABDDDDDAEDDDD;199,38000;0,00000;34;66;0;0;CACABBDDDDDBCEBAACCEDDAAEADEDECDBADDDEDBDDDDDDDEDBDADBDCDBDDDDBDCBDDDDDDDCDDCDEDBDDDADDABDDDDDAEDDDD;
163498;2;EAAACCDAADDECA CACAEBAAACDCECECDBCDECEDBAEC BCBEDEDCADCADDCACBABBAECADEBBCEEEDEDEBACAADABCDADACEBDDA;217,73000;0,00000;37;61;2;0;EAAACCDAADDECA.CACAEBAAACDCECECDBCDECEDBAEC.BCBEDEDCADCADDCACBABBAECADEBBCEEEDEDEBACAADABCDADACEBDDA;
163482;2;EACADADCAAAECBDCACDEADCCBADECEADCCDCBEDADEBCCDDEADABDBCDB D AEDCCAEEAABBDAEDEABDEABCBDDDBACACCBDBDEC;169,17000;0,00000;29;69;2;0;EACADADCAAAECBDCACDEADCCBADECEADCCDCBEDADEBCCDDEADABDBCDB.D.AEDCCAEEAABBDAEDEABDEABCBDDDBACACCBDBDEC;
163396;2;EBCAEBDBAACECDDAACAEADAEABB?CECDBAABCECABBBBBBBBBDCBBBBBBBBBBBBBBBBBBBBBBEAECABDBBBBBBBBBBBBB?BCBAEB;163,10000;0,00000;28;70;0;2;EBCAEBDBAACECDDAACAEADAEABB?CECDBAABCECABBBBBBBBBDCBBBBBBBBBBBBBBBBBBBBBBEAECABDBBBBBBBBBBBBB?BCBAEB;
163395;2;CBACCDBCABEEBCBCACAADABACDAEBCCDCAEEBEBCBBAEBEACCDBDDCBBDBDCCBDCBCDDCBCBABDBCDE CBEBCACBBDACABBABAAB;144,82000;0,00000;25;74;1;0;CBACCDBCABEEBCBCACAADABACDAEBCCDCAEEBEBCBBAEBEACCDBDDCBBDBDCCBDCBCDDCBCBABDBCDE.CBEBCACBBDACABBABAAB;
163393;2;ABABEA CEAACEEBACD EB AABA EAE  D BECEEBBDBA  A  CCC B  C D EB DB DB ACDA CBEDEBCCCBCB BBCBCBEBEBEAD;103,73000;0,00000;18;61;21;0;ABABEA.CEAACEEBACD.EB.AABA.EAE..D.BECEEBBDBA..A..CCC.B..C.D.EB.DB.DB.ACDA.CBEDEBCCCBCB.BBCBCBEBEBEAD;
163394;2;AADB E ACDD CADBCCDDABC CE EBECEDABECE  DEB    B CD    B E D ADDBAD   B CCABEA CB EDCCE BCA E C A   ;171,27000;0,00000;29;39;32;0;AADB.E.ACDD.CADBCCDDABC.CE.EBECEDABECE..DEB....B.CD....B.E.D.ADDBAD...B.CCABEA.CB.EDCCE.BCA.E.C.A...;
163391;2;DCBABABCADEEADBCACCAABBAEDEEBCCBBDECAEAECBBCDAABACBCCBCADABEDEDABDEECACAABCEDEECBCECBDEABEDBACCBEAAB;169,03000;0,00000;29;71;0;0;DCBABABCADEEADBCACCAABBAEDEEBCCBBDECAEAECBBCDAABACBCCBCADABEDEDABDEECACAABCEDEECBCECBDEABEDBACCBEAAB;
163392;2;AACADEEDAEBEBCBBCDCAAAAAEBCEAEADEAEBCDBCBBBCAAAE ABDDB C   B CDBACECEAEAACAEEEBCBCE CC BBADAECACCCBC;193,87000;0,00000;33;59;8;0;AACADEEDAEBEBCBBCDCAAAAAEBCEAEADEAEBCDBCBBBCAAAE.ABDDB.C...B.CDBACECEAEAACAEEEBCBCE.CC.BBADAECACCCBC;
163302;2;CBABCABAEDCABDBACCAECAEEACEEDACEDABEAEDEECDAECADBDCBDEBEBEAEBAECBAEBEBBBACAEBDDABDDBCDCABACBDDBDEBEB;114,40000;0,00000;20;80;0;0;CBABCABAEDCABDBACCAECAEEACEEDACEDABEAEDEECDAECADBDCBDEBEBEAEBAECBAEBEBBBACAEBDDABDDBCDCABACBDDBDEBEB;
163399;2;C D CBDDECA BE EA   AAAAADEE  BCCDEEEEEECCCCCAA?AADDDDDAAAAACCCCCBBBBBAAAAABEAEBBBBCC  AECDDDDDBBBBB;145,59000;0,00000;25;63;11;1;C.D.CBDDECA.BE.EA...AAAAADEE..BCCDEEEEEECCCCCAA?AADDDDDAAAAACCCCCBBBBBAAAAABEAEBBBBCC..AECDDDDDBBBBB;
163389;2;EBCCDAECACDACBBBCBCEADAACACEBECEBABECEDBCCEBBCEEAABADABCBECBBBDBCDEEBDBBDCABEEBDDCBAEDABCEDBACCCBAAD;254,01000;0,00000;43;57;0;0;EBCCDAECACDACBBBCBCEADAACACEBECEBABECEDBCCEBBCEEAABADABCBECBBBDBCDEEBDBBDCABEEBDDCBAEDABCEDBACCCBAAD;
163390;2;CABD E CAAC CBBDCEDEADAACACEBECABABBDE E     CA  B DDB CD    BB B DA  CB CABEDADEAE C   BBBDDBB  DDB;213,48000;0,00000;36;36;28;0;CABD.E.CAAC.CBBDCEDEADAACACEBECABABBDE.E.....CA..B.DDB.CD....BB.B.DA..CB.CABEDADEAE.C...BBBDDBB..DDB;
163386;2;DABEEEADECDACEBADACEACBACACDDECBBAAEDEEBDCBCBCEEAAEDCBABAACABBCDBADEDAAACBCBDDACEBCACBECCAEDACAECAAB;254,01000;0,00000;43;57;0;0;DABEEEADECDACEBADACEACBACACDDECBBAAEDEEBDCBCBCEEAAEDCBABAACABBCDBADEDAAACBCBDDACEBCACBECCAEDACAECAAB;
163385;2;EACDADBDACBEEDACCCAEECBADAAEBECABABDCECBCEDCDDBBEDDD?B?BCEBBDADBDBECCDBDBEABEAACBEECCACBEEDCABBBCAAC;199,52000;0,00000;34;64;0;2;EACDADBDACBEEDACCCAEECBADAAEBECABABDCECBCEDCDDBBEDDD?B?BCEBBDADBDBECCDBDBEABEAACBEECCACBEEDCABBBCAAC;
